"","age","sum.assured","salary","gender","occ","claim","location","occ.desc"
"1005",44.0928011973374,83000,41500,"F",10,"N","site2","job10"
"1006",37.3075826263155,41000,20500,"M",12,"N","site3","job12"
"1007",31.9496476016676,24000,12000,"F",12,"N","site3","job12"
"1008",43.8501977716551,166000,83000,"F",7,"N","site1","job7"
"1009",32.9193751735282,50000,25000,"F",7,"N","site2","job7"
"1010",35.1664096914483,50000,25000,"M",7,"N","site3","job7"
"1011",47.4544351745135,97000,48500,"M",2,"N","site3","job2"
"1012",31.2953719303242,65000,32500,"M",1,"N","site2","job1"
"1013",39.2262080935451,27000,13500,"M",12,"N","site3","job12"
"1014",30.7993680839193,16000,8000,"M",12,"N","site3","job12"
"1015",28.1513177674065,12000,6000,"M",12,"N","site3","job12"
"1016",50.9389677027514,101000,50500,"M",1,"N","site2","job1"
"1017",31.7048741410819,37000,18500,"F",3,"N","site2","job3"
"1018",51.4841546918503,176000,88000,"M",1,"N","site2","job1"
"1019",43.7762643401421,70000,35000,"M",8,"N","site3","job8"
"1020",45.3655324969444,133000,66500,"M",9,"N","site2","job9"
"1021",48.1999018771545,128000,64000,"F",9,"N","site1","job9"
"1022",43.8799809283169,71000,35500,"M",9,"N","site2","job9"
"1023",30.0981130856885,1e+05,50000,"F",9,"N","site2","job9"
"1024",27.8019253624571,15000,7500,"M",12,"N","site3","job12"
"1025",43.6076616902804,29000,14500,"M",12,"N","site3","job12"
"1026",36.9999005880292,75000,37500,"F",2,"N","site2","job2"
"1027",47.5663802898808,35000,17500,"M",7,"N","site3","job7"
"1028",43.1676176814317,66000,33000,"M",1,"N","site2","job1"
"1029",35.8737000688838,26000,13000,"M",3,"N","site3","job3"
"1030",36.5053646704697,22000,11000,"F",12,"N","site3","job12"
"1031",48.7635922021753,65000,32500,"F",12,"N","site2","job12"
"1032",36.8746550019546,102000,51000,"F",3,"N","site1","job3"
"1033",43.5062016041568,96000,48000,"M",1,"N","site2","job1"
"1034",34.2774182252302,84000,42000,"M",1,"N","site2","job1"
"1035",42.9276190177502,31000,15500,"M",4,"N","site2","job4"
"1036",47.4163272879327,41000,20500,"M",12,"N","site3","job12"
"1037",33.8957287768301,66000,33000,"M",2,"N","site3","job2"
"1038",46.2785229951271,136000,68000,"F",2,"N","site1","job2"
"1039",35.2962052716168,46000,23000,"F",2,"N","site2","job2"
"1040",45.303609249426,44000,22000,"F",12,"N","site2","job12"
"1041",34.009856467641,31000,15500,"M",5,"N","site2","job5"
"1042",60.4113687258557,39000,19500,"F",12,"N","site2","job12"
"1043",29.8963092012693,137000,68500,"F",1,"N","site1","job1"
"1044",30.2647526203002,49000,24500,"M",1,"N","site2","job1"
"1045",37.1533847986306,114000,57000,"M",6,"N","site2","job6"
"1046",40.9672345377151,29000,14500,"F",12,"N","site3","job12"
"1047",39.5392725099179,32000,16000,"F",7,"N","site2","job7"
"1048",41.9762419879513,29000,14500,"M",12,"N","site3","job12"
"1049",51.2197132881218,64000,32000,"M",12,"N","site2","job12"
"1050",27.4581133699441,30000,15000,"M",1,"N","site3","job1"
"1051",36.8659933875092,254000,127000,"M",1,"N","site2","job1"
"1052",41.2207372840951,236000,118000,"F",1,"N","site1","job1"
"1053",31.333701040664,18000,9000,"M",11,"N","site3","job11"
"1054",45.7851880693055,38000,19000,"F",12,"N","site2","job12"
"1055",38.0811104007358,24000,12000,"M",12,"N","site3","job12"
"1056",33.8753684090625,28000,14000,"M",2,"N","site2","job2"
"1057",34.711325775001,15000,7500,"M",12,"N","site3","job12"
"1058",43.4050738591777,172000,86000,"M",5,"N","site3","job5"
"1059",40.9947166449048,125000,62500,"M",1,"N","site1","job1"
"1060",41.5743028651477,73000,36500,"M",4,"N","site2","job4"
"1061",42.0923623715917,104000,52000,"M",1,"N","site2","job1"
"1062",38.843523570552,268000,134000,"M",1,"N","site1","job1"
"1063",44.2727411962525,19000,9500,"M",12,"N","site3","job12"
"1064",40.8921716101545,50000,25000,"M",3,"N","site2","job3"
"1065",35.5821270483045,139000,69500,"F",7,"N","site1","job7"
"1066",37.4624668332357,80000,40000,"F",4,"N","site2","job4"
"1067",43.4401044413242,47000,23500,"M",8,"N","site3","job8"
"1068",28.3569096076589,15000,7500,"M",8,"N","site3","job8"
"1069",40.6061907315477,72000,36000,"F",3,"N","site2","job3"
"1070",40.1142581023092,40000,20000,"M",12,"N","site3","job12"
"1071",36.8115301406558,96000,48000,"F",12,"N","site2","job12"
"1072",32.0284621269745,24000,12000,"F",12,"N","site3","job12"
"1073",35.5226687562181,105000,52500,"M",1,"N","site2","job1"
"1074",39.9569663840784,137000,68500,"M",1,"N","site2","job1"
"1075",29.4275326275042,36000,18000,"F",12,"N","site3","job12"
"1076",42.1720433827049,167000,83500,"F",1,"N","site1","job1"
"1077",42.0606226348613,44000,22000,"M",12,"N","site3","job12"
"1078",38.954839949222,35000,17500,"M",10,"N","site3","job10"
"1079",39.4151672393907,25000,12500,"M",12,"N","site3","job12"
"1080",42.1873853256126,207000,103500,"F",7,"N","site1","job7"
"1081",40.0365769558605,22000,11000,"M",12,"N","site3","job12"
"1082",38.8924202977255,51000,25500,"F",12,"N","site3","job12"
"1083",48.7652500536602,220000,110000,"M",1,"N","site1","job1"
"1084",42.948791760877,97000,48500,"M",1,"N","site2","job1"
"1085",38.811983949077,82000,41000,"M",5,"N","site3","job5"
"1086",37.4077749404369,35000,17500,"M",7,"N","site3","job7"
"1087",42.7670047191961,66000,33000,"M",3,"N","site3","job3"
"1088",36.4203940466774,113000,56500,"M",4,"N","site3","job4"
"1089",36.2297218038879,71000,35500,"F",1,"N","site1","job1"
"1090",49.1515195401437,77000,38500,"F",11,"N","site1","job11"
"1091",37.33888798218,45000,22500,"F",9,"N","site1","job9"
"1092",28.829321606966,51000,25500,"F",7,"N","site3","job7"
"1093",36.8273398397857,88000,44000,"M",6,"N","site3","job6"
"1094",39.8825165371111,139000,69500,"M",3,"N","site2","job3"
"1095",34.8264390302038,17000,8500,"M",12,"N","site3","job12"
"1096",37.5949438224116,28000,14000,"F",12,"N","site1","job12"
"1097",39.8249302046223,55000,27500,"F",7,"N","site2","job7"
"1098",51.5199418070153,138000,69000,"M",7,"N","site2","job7"
"1099",37.2901375340094,36000,18000,"M",12,"N","site3","job12"
"1100",41.1590119464816,52000,26000,"F",12,"N","site2","job12"
"1101",33.0973458812853,66000,33000,"F",8,"N","site2","job8"
"1102",49.6171864548953,97000,48500,"M",6,"N","site3","job6"
"1103",42.1784723594678,41000,20500,"M",8,"Y","site3","job8"
"1104",37.5800064300857,44000,22000,"F",1,"N","site2","job1"
"1105",41.4024335273499,35000,17500,"F",9,"N","site2","job9"
"1106",36.4615545392675,72000,36000,"F",10,"N","site2","job10"
"1107",31.3557170347961,12000,6000,"F",12,"N","site3","job12"
"1108",31.40067601531,97000,48500,"M",6,"N","site3","job6"
"1109",43.5113235958064,80000,40000,"M",1,"N","site2","job1"
"1110",38.2975719384407,102000,51000,"F",1,"N","site1","job1"
"1111",34.4602538952617,17000,8500,"M",9,"N","site3","job9"
"1112",33.0124802047891,69000,34500,"M",1,"N","site3","job1"
"1113",40.6784423997784,87000,43500,"M",10,"N","site3","job10"
"1114",42.2549384965482,1e+05,50000,"M",3,"N","site3","job3"
"1115",47.2111638577191,105000,52500,"M",2,"N","site2","job2"
"1116",40.5647988345962,39000,19500,"M",12,"N","site3","job12"
"1117",36.8328774017718,99000,49500,"M",2,"N","site2","job2"
"1118",34.1509520490207,89000,44500,"M",1,"N","site2","job1"
"1119",46.0293942187867,96000,48000,"M",9,"N","site3","job9"
"1120",51.4127395021968,55000,27500,"M",12,"N","site3","job12"
"1121",26.5114752462394,14000,7000,"M",8,"N","site3","job8"
"1122",42.6611273590954,31000,15500,"M",12,"N","site3","job12"
"1123",39.0979334086139,93000,46500,"M",2,"N","site2","job2"
"1124",42.9406531292943,43000,21500,"M",7,"N","site3","job7"
"1125",48.2564145841027,75000,37500,"M",12,"N","site3","job12"
"1126",37.8846290856322,46000,23000,"M",9,"N","site3","job9"
"1127",38.2605585181409,20000,10000,"M",12,"N","site3","job12"
"1128",53.0721657420224,129000,64500,"M",1,"N","site2","job1"
"1129",42.0421040726722,79000,39500,"M",1,"N","site2","job1"
"1130",38.4018896855979,162000,81000,"M",1,"N","site2","job1"
"1131",34.7611231441817,31000,15500,"M",10,"N","site3","job10"
"1132",40.6675513812469,138000,69000,"M",3,"N","site2","job3"
"1133",45.1473416030656,28000,14000,"M",12,"N","site3","job12"
"1134",42.0280094196528,82000,41000,"M",10,"N","site3","job10"
"1135",37.2536214793186,127000,63500,"M",1,"N","site1","job1"
"1136",32.188514761074,32000,16000,"F",5,"N","site2","job5"
"1137",43.986641832127,142000,71000,"M",1,"N","site3","job1"
"1138",36.3659722876289,58000,29000,"F",2,"N","site2","job2"
"1139",44.5933179075359,63000,31500,"F",3,"N","site1","job3"
"1140",50.0451085958671,92000,46000,"M",12,"N","site2","job12"
"1141",30.7751884262812,50000,25000,"F",6,"N","site2","job6"
"1142",36.2492516280386,80000,40000,"M",1,"N","site2","job1"
"1143",36.3504906384808,40000,20000,"M",12,"N","site3","job12"
"1144",33.2245004426701,22000,11000,"F",12,"N","site3","job12"
"1145",35.7670399419352,90000,45000,"M",1,"N","site2","job1"
"1146",43.3609944231793,70000,35000,"F",8,"N","site2","job8"
"1147",44.9360801995654,137000,68500,"M",1,"N","site1","job1"
"1148",36.4809654411048,44000,22000,"F",9,"N","site2","job9"
"1149",42.3833667217478,45000,22500,"M",2,"N","site3","job2"
"1150",36.9634311689907,38000,19000,"F",5,"N","site2","job5"
"1151",37.0842075879826,41000,20500,"M",6,"N","site3","job6"
"1152",46.9719502611511,93000,46500,"M",7,"N","site3","job7"
"1153",32.2175933285947,15000,7500,"M",6,"N","site3","job6"
"1154",47.5962661741969,62000,31000,"M",12,"N","site3","job12"
"1155",41.6288016865841,32000,16000,"M",12,"N","site3","job12"
"1156",51.4334234001138,123000,61500,"M",6,"N","site1","job6"
"1157",39.3733667445881,48000,24000,"F",8,"N","site2","job8"
"1158",53.7283394774963,108000,54000,"M",6,"N","site2","job6"
"1159",48.2157468108215,140000,70000,"M",3,"N","site2","job3"
"1160",37.2985286822644,88000,44000,"M",1,"N","site2","job1"
"1161",40.8464451039425,134000,67000,"M",1,"N","site2","job1"
"1162",41.3324935264881,56000,28000,"M",9,"N","site3","job9"
"1163",37.0717710096122,47000,23500,"F",7,"N","site2","job7"
"1164",34.4255870387161,78000,39000,"M",1,"N","site2","job1"
"1165",38.9630102810381,104000,52000,"M",6,"N","site2","job6"
"1166",45.1245637239929,239000,119500,"M",1,"N","site1","job1"
"1167",35.6156321279078,71000,35500,"M",1,"N","site3","job1"
"1168",37.3232901361113,34000,17000,"M",1,"N","site3","job1"
"1169",51.9815685967919,48000,24000,"M",10,"N","site3","job10"
"1170",48.2920545016,193000,96500,"M",6,"N","site2","job6"
"1171",41.5518267805133,84000,42000,"M",12,"N","site3","job12"
"1172",38.5433116874615,33000,16500,"F",11,"N","site2","job11"
"1173",42.7474897482503,203000,101500,"M",1,"N","site1","job1"
"1174",52.9457001431609,96000,48000,"M",6,"N","site2","job6"
"1175",47.1070653024969,71000,35500,"M",10,"N","site2","job10"
"1176",44.2255730263587,52000,26000,"M",9,"N","site3","job9"
"1177",41.1106059751348,82000,41000,"F",9,"N","site2","job9"
"1178",39.5657474073707,26000,13000,"M",12,"N","site3","job12"
"1179",40.8761072934226,98000,49000,"M",2,"N","site2","job2"
"1180",32.309481850897,24000,12000,"M",7,"N","site3","job7"
"1181",46.1268353994147,96000,48000,"M",11,"N","site2","job11"
"1182",31.9922695203114,22000,11000,"M",1,"N","site3","job1"
"1183",35.9278727878441,63000,31500,"M",4,"N","site2","job4"
"1184",34.3885844748789,22000,11000,"M",6,"N","site3","job6"
"1185",33.2168992147489,75000,37500,"M",1,"N","site2","job1"
"1186",41.9250276204988,134000,67000,"M",3,"N","site3","job3"
"1187",30.1697873874177,27000,13500,"F",12,"N","site3","job12"
"1188",43.2742017811338,64000,32000,"F",3,"N","site1","job3"
"1189",43.486979770393,50000,25000,"M",7,"N","site3","job7"
"1190",35.9183642310983,22000,11000,"M",12,"N","site3","job12"
"1191",42.3731419897622,326000,163000,"M",1,"N","site1","job1"
"1192",43.1518678320722,47000,23500,"M",3,"N","site3","job3"
"1193",48.3472923600347,51000,25500,"F",12,"N","site1","job12"
"1194",29.0989230475165,19000,9500,"M",7,"N","site3","job7"
"1195",37.7827956081025,84000,42000,"M",6,"N","site2","job6"
"1196",41.7883986887626,43000,21500,"F",8,"N","site2","job8"
"1197",44.1116110651846,96000,48000,"M",8,"N","site3","job8"
"1198",52.2014413937985,140000,70000,"M",1,"N","site1","job1"
"1199",29.2968894085387,15000,7500,"M",12,"N","site3","job12"
"1200",35.762211861097,63000,31500,"F",12,"N","site2","job12"
"1201",44.3229688652563,55000,27500,"M",12,"N","site2","job12"
"1202",40.1625041265341,75000,37500,"M",1,"N","site2","job1"
"1203",45.9077116149843,177000,88500,"M",6,"N","site2","job6"
"1204",34.8999152376456,67000,33500,"M",5,"N","site2","job5"
"1205",48.5491706878701,108000,54000,"F",9,"N","site1","job9"
"1206",24.6330987156538,15000,7500,"F",9,"N","site3","job9"
"1207",42.0962769425833,81000,40500,"M",1,"N","site2","job1"
"1208",44.5391421482571,126000,63000,"F",7,"N","site1","job7"
"1209",45.5569737321945,110000,55000,"F",4,"N","site1","job4"
"1210",54.4971546366053,105000,52500,"M",9,"N","site2","job9"
"1211",45.6095415827808,76000,38000,"M",4,"N","site2","job4"
"1212",47.1757123500971,66000,33000,"M",4,"N","site2","job4"
"1213",43.17907344209,55000,27500,"M",12,"N","site3","job12"
"1214",37.5943921002687,32000,16000,"F",12,"N","site2","job12"
"1215",44.8261530124431,50000,25000,"M",6,"N","site3","job6"
"1216",32.680415536084,73000,36500,"F",1,"N","site2","job1"
"1217",42.9153075877551,417000,208500,"M",1,"N","site1","job1"
"1218",49.828284452441,142000,71000,"F",7,"N","site1","job7"
"1219",42.0515325971547,27000,13500,"M",12,"N","site3","job12"
"1220",37.1050641628733,33000,16500,"F",12,"N","site2","job12"
"1221",39.1925472607805,30000,15000,"M",7,"N","site3","job7"
"1222",50.4617536055362,246000,123000,"M",1,"N","site1","job1"
"1223",47.6487625273965,162000,81000,"M",7,"N","site3","job7"
"1224",33.464286853699,92000,46000,"F",2,"N","site1","job2"
"1225",40.0535547015684,46000,23000,"M",12,"N","site3","job12"
"1226",28.6381120509666,101000,50500,"F",3,"N","site2","job3"
"1227",41.3400629521231,73000,36500,"M",2,"N","site2","job2"
"1228",42.2573996871353,167000,83500,"F",2,"N","site1","job2"
"1229",40.6134195321137,67000,33500,"M",10,"N","site3","job10"
"1230",45.5162773238739,82000,41000,"F",12,"N","site3","job12"
"1231",29.6798648469127,72000,36000,"M",1,"N","site3","job1"
"1232",40.1358084536771,13000,6500,"M",12,"N","site3","job12"
"1233",44.4155539338803,132000,66000,"M",3,"N","site2","job3"
"1234",35.3962003096893,46000,23000,"F",5,"N","site2","job5"
"1235",50.3857024232358,147000,73500,"F",10,"N","site1","job10"
"1236",40.3425198390393,74000,37000,"M",5,"N","site3","job5"
"1237",45.6436925827568,65000,32500,"M",6,"N","site2","job6"
"1238",45.1561338598077,81000,40500,"F",12,"N","site2","job12"
"1239",51.0343521467334,267000,133500,"M",8,"N","site2","job8"
"1240",42.6644419990717,69000,34500,"M",10,"N","site2","job10"
"1241",51.9088065913079,108000,54000,"M",7,"N","site2","job7"
"1242",33.9812726770232,70000,35000,"M",1,"N","site2","job1"
"1243",43.6590106852228,59000,29500,"M",4,"N","site2","job4"
"1244",37.6739846290023,68000,34000,"M",1,"N","site2","job1"
"1245",29.095742967062,23000,11500,"M",6,"N","site3","job6"
"1246",32.7416635812729,54000,27000,"M",6,"N","site3","job6"
"1247",47.9820419149153,119000,59500,"F",9,"N","site1","job9"
"1248",60.1786679143936,294000,147000,"M",4,"N","site2","job4"
"1249",39.0800534951729,85000,42500,"M",2,"N","site3","job2"
"1250",33.4411785178415,127000,63500,"M",1,"N","site2","job1"
"1251",44.5088370252298,201000,100500,"M",1,"N","site1","job1"
"1252",38.5057925045121,82000,41000,"M",4,"N","site2","job4"
"1253",38.1100279959793,75000,37500,"M",8,"N","site3","job8"
"1254",30.6315383324572,39000,19500,"M",1,"N","site3","job1"
"1255",35.0928886134508,54000,27000,"M",6,"N","site2","job6"
"1256",37.7104369733914,21000,10500,"F",12,"N","site3","job12"
"1257",45.5727367704649,156000,78000,"M",1,"N","site1","job1"
"1258",44.8573794774354,73000,36500,"M",7,"N","site3","job7"
"1259",41.4071504715328,40000,20000,"M",6,"N","site2","job6"
"1260",38.6166415401363,38000,19000,"M",4,"N","site3","job4"
"1261",41.2822034201428,57000,28500,"M",1,"N","site2","job1"
"1262",41.4089227618925,94000,47000,"F",12,"N","site1","job12"
"1263",41.8216448018939,213000,106500,"F",1,"N","site1","job1"
"1264",29.0808971330791,22000,11000,"M",8,"N","site3","job8"
"1265",35.496006668354,64000,32000,"M",9,"N","site3","job9"
"1266",37.022323503808,50000,25000,"F",11,"N","site3","job11"
"1267",42.534422154202,129000,64500,"F",7,"N","site1","job7"
"1268",41.3902425085376,37000,18500,"M",12,"N","site3","job12"
"1269",40.7178591787664,128000,64000,"M",2,"N","site3","job2"
"1270",47.2013232194608,141000,70500,"M",4,"N","site2","job4"
"1271",37.0832497615426,20000,10000,"F",12,"N","site3","job12"
"1272",35.321230901542,43000,21500,"M",12,"N","site3","job12"
"1273",45.0014113123917,73000,36500,"M",2,"N","site2","job2"
"1274",45.6136493760688,83000,41500,"M",7,"N","site2","job7"
"1275",46.3407411073346,75000,37500,"M",7,"N","site2","job7"
"1276",38.2546681026118,69000,34500,"F",9,"N","site2","job9"
"1277",37.9194814788595,9000,4500,"M",12,"N","site3","job12"
"1278",38.4737587047041,87000,43500,"F",6,"N","site2","job6"
"1279",45.4330625821512,45000,22500,"F",12,"N","site2","job12"
"1280",35.6003892972587,46000,23000,"F",6,"N","site2","job6"
"1281",48.7334434949693,52000,26000,"F",12,"N","site2","job12"
"1282",39.1123049150056,15000,7500,"M",11,"N","site3","job11"
"1283",41.2883625947098,30000,15000,"F",12,"N","site3","job12"
"1284",41.4702819504312,76000,38000,"M",4,"N","site2","job4"
"1285",40.3286528796861,102000,51000,"M",1,"N","site1","job1"
"1286",42.8409508134976,292000,146000,"M",1,"N","site1","job1"
"1287",54.5883033973306,122000,61000,"M",6,"N","site2","job6"
"1288",40.7294517324827,135000,67500,"F",1,"N","site1","job1"
"1289",41.920027114253,37000,18500,"M",12,"N","site3","job12"
"1290",43.3922837496883,97000,48500,"M",5,"N","site3","job5"
"1291",40.9696396474527,78000,39000,"M",6,"N","site2","job6"
"1292",37.1965383504777,94000,47000,"F",7,"N","site1","job7"
"1293",48.6067680670668,218000,109000,"F",3,"N","site1","job3"
"1294",38.3413468648729,55000,27500,"F",12,"N","site2","job12"
"1295",34.1273842067578,130000,65000,"M",1,"N","site2","job1"
"1296",41.9726043446769,24000,12000,"F",12,"N","site3","job12"
"1297",42.4308411153135,92000,46000,"F",8,"N","site1","job8"
"1298",42.9690990866582,59000,29500,"F",6,"N","site2","job6"
"1299",38.9759646092307,96000,48000,"M",1,"N","site2","job1"
"1300",32.9291799237072,63000,31500,"F",2,"N","site2","job2"
"1301",39.3495063816754,67000,33500,"M",6,"N","site2","job6"
"1302",45.7619267903411,166000,83000,"M",5,"N","site2","job5"
"1303",47.394128358696,123000,61500,"M",1,"N","site2","job1"
"1304",38.9821118369232,102000,51000,"F",5,"N","site1","job5"
"1305",40.5212085540716,33000,16500,"M",5,"N","site2","job5"
"1306",38.2773445702718,247000,123500,"M",1,"N","site1","job1"
"1307",41.4590681691177,72000,36000,"F",10,"N","site2","job10"
"1308",36.1062898197964,50000,25000,"F",12,"N","site3","job12"
"1309",32.3518060459206,43000,21500,"M",8,"N","site3","job8"
"1310",33.7838005698401,81000,40500,"F",9,"N","site2","job9"
"1311",52.247942138297,96000,48000,"M",2,"N","site2","job2"
"1312",37.6000501977591,65000,32500,"F",4,"N","site2","job4"
"1313",47.8556121284954,76000,38000,"M",1,"N","site2","job1"
"1314",35.5803986691631,77000,38500,"M",1,"N","site2","job1"
"1315",45.2494857650278,35000,17500,"M",12,"N","site3","job12"
"1316",31.4127948657951,29000,14500,"F",12,"N","site2","job12"
"1317",32.2577391535842,117000,58500,"M",2,"N","site2","job2"
"1318",45.0719227629346,55000,27500,"M",1,"N","site2","job1"
"1319",44.9215352376213,33000,16500,"F",12,"N","site2","job12"
"1320",42.5486283803943,69000,34500,"M",12,"N","site3","job12"
"1321",41.8282884420225,190000,95000,"F",2,"N","site1","job2"
"1322",35.9204750737174,41000,20500,"F",11,"N","site2","job11"
"1323",34.9339359958641,97000,48500,"M",4,"N","site3","job4"
"1324",34.5860526042709,17000,8500,"M",12,"N","site3","job12"
"1325",34.4939389700968,32000,16000,"F",12,"N","site3","job12"
"1326",46.2777951790045,175000,87500,"M",1,"N","site2","job1"
"1327",50.9508588612984,49000,24500,"F",12,"N","site2","job12"
"1328",42.3225628016758,201000,100500,"M",1,"N","site2","job1"
"1329",38.181803794335,66000,33000,"F",1,"N","site1","job1"
"1330",36.6798728890633,43000,21500,"F",6,"N","site2","job6"
"1331",33.6623994147996,36000,18000,"F",12,"N","site3","job12"
"1332",38.8377656188427,93000,46500,"M",1,"N","site2","job1"
"1333",32.9353498539753,39000,19500,"F",7,"N","site2","job7"
"1334",51.6261284546133,72000,36000,"F",9,"N","site1","job9"
"1335",37.0353378219755,24000,12000,"F",12,"N","site3","job12"
"1336",48.4149237614072,59000,29500,"M",1,"N","site2","job1"
"1337",38.2709448449028,39000,19500,"M",8,"N","site3","job8"
"1338",45.2953893663314,55000,27500,"M",8,"N","site2","job8"
"1339",35.3083063697046,37000,18500,"M",1,"N","site3","job1"
"1340",31.5857983378055,121000,60500,"F",1,"N","site2","job1"
"1341",57.6182009582,145000,72500,"M",1,"N","site1","job1"
"1342",47.0826782970453,51000,25500,"M",11,"N","site2","job11"
"1343",38.8801368001706,150000,75000,"M",4,"N","site2","job4"
"1344",37.5296006233188,97000,48500,"M",6,"N","site2","job6"
"1345",39.3345162997175,51000,25500,"M",12,"N","site3","job12"
"1346",42.0820707806161,151000,75500,"M",1,"N","site1","job1"
"1347",46.1178048174899,23000,11500,"F",12,"N","site2","job12"
"1348",33.3012181599388,45000,22500,"F",10,"N","site2","job10"
"1349",40.877580283371,55000,27500,"M",6,"N","site2","job6"
"1350",39.5996230188793,32000,16000,"F",6,"N","site2","job6"
"1351",51.4780489566418,55000,27500,"M",12,"N","site3","job12"
"1352",42.5850364606283,76000,38000,"F",12,"N","site2","job12"
"1353",38.0156892896984,124000,62000,"M",4,"N","site2","job4"
"1354",38.6183751439602,58000,29000,"F",4,"N","site1","job4"
"1355",47.1177914884657,173000,86500,"F",4,"N","site1","job4"
"1356",49.7080502116519,140000,70000,"M",1,"N","site2","job1"
"1357",37.7123697929174,96000,48000,"M",1,"N","site1","job1"
"1358",40.5396088643696,58000,29000,"F",3,"N","site2","job3"
"1359",30.5485514274685,40000,20000,"F",6,"N","site3","job6"
"1360",38.4597347694519,26000,13000,"M",9,"N","site3","job9"
"1361",44.3694796334633,109000,54500,"M",1,"N","site1","job1"
"1362",49.4576458367133,168000,84000,"F",5,"N","site1","job5"
"1363",39.2168364992552,52000,26000,"F",7,"N","site2","job7"
"1364",39.7787804233536,31000,15500,"M",12,"N","site3","job12"
"1365",45.5972050641253,49000,24500,"M",10,"N","site3","job10"
"1366",42.023467738881,76000,38000,"F",7,"N","site2","job7"
"1367",42.6506009441702,84000,42000,"M",2,"N","site2","job2"
"1368",44.211118306237,69000,34500,"M",12,"N","site3","job12"
"1369",45.3279715039,151000,75500,"F",6,"N","site1","job6"
"1370",37.579607830562,77000,38500,"M",1,"N","site2","job1"
"1371",25.5697356146964,48000,24000,"M",3,"N","site3","job3"
"1372",43.5999003619614,35000,17500,"M",12,"N","site3","job12"
"1373",33.7035909538311,16000,8000,"F",12,"N","site3","job12"
"1374",33.2246329760175,78000,39000,"M",1,"N","site3","job1"
"1375",43.8260805500691,81000,40500,"M",6,"N","site2","job6"
"1376",45.7289425743547,96000,48000,"F",12,"N","site2","job12"
"1377",48.4113670025824,89000,44500,"M",6,"N","site2","job6"
"1378",36.4133084369285,52000,26000,"F",6,"N","site2","job6"
"1379",34.6232359917798,34000,17000,"M",6,"N","site3","job6"
"1380",44.1536026108924,50000,25000,"M",6,"N","site3","job6"
"1381",43.0795119613574,245000,122500,"M",2,"N","site2","job2"
"1382",39.7732194580491,40000,20000,"F",12,"N","site2","job12"
"1383",42.8715975391124,102000,51000,"F",2,"N","site1","job2"
"1384",35.850328068703,55000,27500,"F",12,"N","site1","job12"
"1385",29.3245898634129,106000,53000,"F",1,"N","site1","job1"
"1386",44.1894455033876,121000,60500,"M",9,"N","site3","job9"
"1387",43.7438456506426,417000,208500,"M",1,"N","site2","job1"
"1388",42.8106563320609,215000,107500,"M",1,"N","site2","job1"
"1389",35.2870211805278,145000,72500,"M",1,"N","site2","job1"
"1390",35.9831807414663,32000,16000,"M",1,"N","site2","job1"
"1391",42.247815759064,44000,22000,"F",11,"N","site2","job11"
"1392",45.2734735668373,32000,16000,"M",12,"N","site3","job12"
"1393",46.6682950625339,76000,38000,"M",12,"N","site2","job12"
"1394",49.695118274997,206000,103000,"M",1,"N","site2","job1"
"1395",48.3076982821746,145000,72500,"M",4,"N","site2","job4"
"1396",45.7978704572391,89000,44500,"M",1,"N","site1","job1"
"1397",37.1657463864306,21000,10500,"F",12,"N","site2","job12"
"1398",37.3938479204395,21000,10500,"F",12,"N","site3","job12"
"1399",34.6283080138369,29000,14500,"M",12,"N","site3","job12"
"1400",29.6763058807991,54000,27000,"M",5,"N","site3","job5"
"1401",36.4269056780666,56000,28000,"M",7,"N","site3","job7"
"1402",30.8830896220299,23000,11500,"F",12,"N","site3","job12"
"1403",28.2499455032005,37000,18500,"M",2,"N","site3","job2"
"1404",34.6880341776907,16000,8000,"M",12,"N","site3","job12"
"1405",37.7758803599905,47000,23500,"M",7,"N","site3","job7"
"1406",45.8536385756569,93000,46500,"M",8,"N","site2","job8"
"1407",28.9381035887423,9000,4500,"M",12,"N","site3","job12"
"1408",39.4536607631885,15000,7500,"M",10,"N","site3","job10"
"1409",39.9392181424336,53000,26500,"F",11,"N","site2","job11"
"1410",40.0049269429446,43000,21500,"M",7,"N","site3","job7"
"1411",37.3680155750068,106000,53000,"F",5,"N","site1","job5"
"1412",34.741085255163,31000,15500,"M",8,"N","site3","job8"
"1413",45.9135331721702,214000,107000,"M",1,"N","site1","job1"
"1414",45.8118909228166,68000,34000,"M",7,"N","site2","job7"
"1415",45.4542251111388,129000,64500,"F",6,"N","site1","job6"
"1416",42.2087844274777,121000,60500,"M",1,"N","site1","job1"
"1417",38.4521699023181,56000,28000,"M",5,"N","site2","job5"
"1418",32.3795725254511,74000,37000,"M",1,"N","site2","job1"
"1419",53.1116980430782,101000,50500,"M",7,"N","site3","job7"
"1420",40.8172663046134,75000,37500,"M",4,"N","site2","job4"
"1421",39.9324812257927,37000,18500,"F",9,"N","site2","job9"
"1422",46.6096606627125,92000,46000,"M",6,"N","site2","job6"
"1423",38.5499268434756,37000,18500,"F",12,"N","site2","job12"
"1424",38.9941602231876,24000,12000,"F",5,"N","site2","job5"
"1425",34.9185374507275,29000,14500,"F",12,"N","site2","job12"
"1426",32.5835928197971,19000,9500,"M",8,"N","site3","job8"
"1427",32.0346723626262,78000,39000,"M",2,"N","site2","job2"
"1428",38.7237334044551,50000,25000,"F",12,"N","site2","job12"
